Complaint Id,Tax ID,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
200604502,932819,Substantiated (Command Discipline),,10/28/2007,No,,,,,,Command Discipline - A
200604564,899150,Substantiated (Charges),,10/28/2007,No,,,,,,Instructions
200604583,903250,Substantiated (Charges),,10/28/2007,No,,,,,,No penalty
200604583,907640,Substantiated (Charges),,10/28/2007,No,,,,,,No penalty
200604583,924970,Substantiated (Charges),,10/28/2007,No,,,,,,No penalty
200604605,929832,Substantiated (Charges),,03/28/2008,No,,,,,,Command Discipline - B
200604760,897712,Substantiated (Charges),,11/28/2007,No,,,,,,Instructions
200604771,924417,Substantiated (Charges),,10/28/2007,No,,,,,,
200604814,922204,Substantiated (Charges),,08/28/2007,No,,,,,,No penalty
200604886,932510,Substantiated (Charges),,08/28/2008,No,,,,,,Vacation: 7 days
200605076,928402,Substantiated (Charges),,11/28/2008,No,,,,,,Vacation: 10 days
200605110,937979,Substantiated (Command Discipline),,10/28/2007,No,,,,,,Command Discipline - A
200605274,929228,Substantiated (Charges),,10/28/2007,No,,,,,,No penalty
200605274,932364,Substantiated (Charges),,10/28/2007,No,,,,,,Instructions
200605416,921823,Substantiated (Command Discipline),,12/28/2009,No,,,,,,Command Discipline - A
200605416,927191,Substantiated (Command Discipline),,12/28/2009,No,,,,,,Command Discipline - A
200605688,931173,Substantiated (Instructions),,03/28/2007,No,,,,,,
200605789,932718,Substantiated (Charges),,11/28/2007,No,,,,,,Command Discipline - A
200605789,932876,Substantiated (Charges),,11/28/2007,No,,,,,,
200605819,923932,Substantiated (Command Discipline),,10/28/2007,No,,,,,,No penalty
200605835,902023,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200605835,910221,Substantiated (Charges),,11/28/2007,No,,,,,,Command Discipline - A
200605848,903741,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200605848,923120,Substantiated (Charges),,11/28/2007,No,,,,,,
200605848,924557,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200605897,919486,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200606112,934943,Substantiated (Command Discipline),,11/28/2007,No,,,,,,Instructions
200606194,935393,Substantiated (Command Discipline),,08/28/2007,No,,,,,,No penalty
200606221,933753,Substantiated (Instructions),,11/28/2007,No,,,,,,Instructions
200606234,920521,Substantiated (Charges),,09/28/2008,No,,,,,,Vacation: 10 days
200606364,929308,Substantiated (Command Discipline),,11/28/2007,No,,,,,,Command Discipline - A
200606390,920521,Substantiated (Charges),,11/28/2007,No,,,,,,
200606390,921596,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200606390,924088,Substantiated (Charges),,11/28/2007,No,,,,,,Instructions
200606538,918564,Substantiated (Charges),,05/28/2009,No,,,,,,Vacation: 1 day
200606538,919841,Substantiated (Charges),,11/28/2007,No,,,,,,Command Discipline - B
200606661,907356,Substantiated (Charges),,11/28/2007,No,,,,,,Command Discipline - B
200606680,886928,Substantiated (Charges),,01/28/2008,No,,,,,,Instructions
200606680,898863,Substantiated (Charges),,01/28/2008,No,,,,,,No penalty
200606681,936326,Substantiated (Command Discipline),,01/28/2009,No,,,,,,
200606685,901430,Substantiated (Charges),,07/28/2008,No,,,,,,Command Discipline - A 7 days
200606723,922317,Substantiated (Charges),,11/28/2007,No,,,,,,Command Discipline - A
200606723,930988,Substantiated (Charges),,11/28/2007,No,,,,,,Instructions
200606767,939271,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200606852,919361,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200606906,931117,Substantiated (Charges),,11/28/2007,No,,,,,,
200606906,932915,Substantiated (Charges),,11/28/2007,No,,,,,,
200607032,914161,Substantiated (Instructions),,11/28/2007,No,,,,,,Instructions
200607032,929046,Substantiated (Instructions),,11/28/2007,No,,,,,,Instructions
200607138,932403,Substantiated (Command Discipline),,11/28/2007,No,,,,,,No penalty
200607262,935507,Substantiated (Instructions),,11/28/2007,No,,,,,,Instructions
200607287,901559,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200607287,918249,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200607298,884322,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200607298,894704,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200607298,937856,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200607298,938067,Substantiated (Charges),,11/28/2007,No,,,,,,No penalty
200607327,927215,Substantiated (Charges),,11/28/2007,No,,,,,,Command Discipline - B
200607375,930037,Substantiated (Charges),,11/28/2007,No,,,,,,Instructions
200607397,917102,Substantiated (Charges),,12/28/2007,No,,,,,,Command Discipline - A
200607843,897231,Substantiated (Charges),,11/28/2007,No,,,,,,Command Discipline - A
200607962,926593,Substantiated (Charges),,12/28/2007,No,,,,,,Command Discipline - A
200608014,921890,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
200608014,924163,Substantiated (Charges),,12/28/2006,No,,,,,,Instructions
200608169,936826,Substantiated (Charges),,12/28/2007,No,,,,,,Command Discipline - A
200608195,921899,Substantiated (Command Discipline),,12/28/2007,No,,,,,,Command Discipline - A
200608269,914178,Substantiated (Charges),,12/28/2007,No,,,,,,Command Discipline - A
200608440,893190,Substantiated (Charges),,12/28/2007,No,,,,,,
200608440,932076,Substantiated (Charges),,12/28/2007,No,,,,,,No penalty
200608482,912060,Substantiated (Charges),,12/28/2007,No,,,,,,Instructions
200608587,924120,Substantiated (Instructions),,12/28/2007,No,,,,,,Command Discipline - B
200608673,928811,Substantiated (Command Discipline),,12/28/2007,No,,,,,,Instructions
200608695,897840,Substantiated (Charges),,12/28/2007,No,,,,,,No penalty
200608793,929824,Substantiated (Charges),,12/28/2007,No,,,,,,Command Discipline - A
200608870,903422,Substantiated (Instructions),,12/28/2007,No,,,,,,Command Discipline - A
200609036,935092,Substantiated (Charges),,07/28/2009,No,,,,,,
200609036,937227,Substantiated (Charges),,07/28/2009,No,,,,,,
200609192,900800,Substantiated (Charges),,12/28/2007,No,,,,,,No penalty
200609192,924740,Substantiated (Charges),,12/28/2007,No,,,,,,No penalty
200609258,933274,Substantiated (Command Discipline),,12/28/2007,No,,,,,,Instructions
200609263,906144,Substantiated (No Recommendations),,12/28/2007,No,,,,,,No penalty
200609284,927657,Substantiated (Charges),,01/28/2008,No,,,,,,Command Discipline - B
200609334,919818,Substantiated (Charges),,12/28/2007,No,,,,,,Command Discipline - A
200609653,898528,Substantiated (Charges),,01/28/2008,No,,,,,,No penalty
200609653,911309,Substantiated (Charges),,01/28/2008,No,,,,,,Command Discipline - B
200609653,937040,Substantiated (Charges),,01/28/2008,No,,,,,,
200609687,932777,Substantiated (Instructions),,01/28/2008,No,,,,,,Command Discipline - A
200609717,925821,Substantiated (Charges),,10/28/2007,No,,,,,,No penalty
200609717,933116,Substantiated (Charges),,10/28/2007,No,,,,,,No penalty
200609747,905969,Substantiated (Charges),,01/28/2008,No,,,,,,No penalty
200609786,899633,Substantiated (Charges),,01/28/2008,No,,,,,,Instructions / Command Discipline - A
200609794,935446,Substantiated (Charges),,01/28/2008,No,,,,,,No penalty
200609800,937040,Substantiated (Command Discipline),,10/28/2007,No,,,,,,
200609846,928397,Substantiated (Command Discipline),,01/28/2008,No,,,,,,Command Discipline - A
200609865,936038,Substantiated (Charges),,12/28/2007,No,,,,,,Instructions
200609887,898678,Substantiated (Charges),,05/28/2009,No,,,,,,Vacation: 15 days
200609908,899686,Substantiated (Charges),,02/28/2009,No,,,,,,Command Discipline - A
200609940,926222,Substantiated (Charges),,10/28/2009,No,,,,,,
200610054,904834,Substantiated (Charges),,01/28/2008,No,,,,,,Instructions
200610054,920490,Substantiated (Charges),,01/28/2008,No,,,,,,Command Discipline - B
200610054,923128,Substantiated (Charges),,01/28/2008,No,,,,,,Instructions
200610087,934118,Substantiated (Charges),,12/28/2008,No,,,,,,Command Discipline - B
200610087,936618,Substantiated (Charges),,12/28/2008,No,,,,,,Command Discipline - B
200610144,931783,Substantiated (Charges),,01/28/2008,No,,,,,,No penalty
200610144,934148,Substantiated (Charges),,01/28/2008,No,,,,,,No penalty
200610157,915783,Substantiated (Charges),,01/28/2008,No,,,,,,No penalty
200610202,907600,Substantiated (Charges),,01/28/2008,No,,,,,,Instructions
200610262,931316,Substantiated (Instructions),,01/28/2008,No,,,,,,Command Discipline - B
200610299,911797,Substantiated (Charges),,01/28/2008,No,,,,,,Instructions
200610299,927956,Substantiated (Charges),,01/28/2008,No,,,,,,Instructions
200610299,932226,Substantiated (Charges),,01/28/2008,No,,,,,,Instructions
200610391,900040,Substantiated (Charges),,01/28/2008,No,,,,,,Instructions
200610426,910532,Substantiated (Command Discipline),,01/28/2008,No,,,,,,No penalty
200610470,926482,Substantiated (Charges),,12/28/2007,No,,,,,,Command Discipline - B
200610646,888687,Substantiated (Charges),,02/28/2008,No,,,,,,No penalty
200610646,933204,Substantiated (Charges),,02/28/2008,No,,,,,,No penalty
200610674,937742,Substantiated (Charges),,02/28/2008,No,,,,,,Command Discipline - B
200610674,940519,Substantiated (Charges),,04/28/2009,No,,,,,,Vacation: 2 days
200610811,905788,Substantiated (Command Discipline),,11/28/2007,No,,,,,,
200610814,933042,Substantiated (Charges),,02/28/2008,No,,,,,,Instructions
200610819,922277,Substantiated (Charges),,02/28/2008,No,,,,,,
200610819,933045,Substantiated (Charges),,02/28/2008,No,,,,,,
200610916,939777,Substantiated (Charges),,02/28/2008,No,,,,,,No penalty
200611063,926497,Substantiated (Command Discipline),,02/28/2008,No,,,,,,Command Discipline - B
200611128,884534,Substantiated (Charges),,02/28/2008,No,,,,,,Command Discipline - B
200611232,899380,Substantiated (Charges),,02/28/2008,No,,,,,,Command Discipline - A
200611232,928412,Substantiated (Charges),,02/28/2008,No,,,,,,Command Discipline - A
200611338,922882,Substantiated (Charges),,02/28/2008,No,,,,,,Command Discipline - A
200611392,938595,Substantiated (Instructions),,02/28/2008,No,,,,,,Instructions
200611406,940954,Substantiated (Charges),,07/28/2008,No,,,,,,Vacation: 13 days
200611418,931783,Substantiated (Charges),,02/28/2008,No,,,,,,Instructions
200611440,935571,Substantiated (Charges),,02/28/2008,No,,,,,,Instructions
200611440,936968,Substantiated (Charges),,02/28/2008,No,,,,,,Instructions
200611469,935980,Substantiated (Instructions),,02/28/2008,No,,,,,,No penalty
200611527,935384,Substantiated (Command Discipline),,02/28/2008,No,,,,,,Instructions
200611570,902623,Substantiated (Charges),,03/28/2008,No,,,,,,
200611570,925795,Substantiated (Charges),,03/28/2008,No,,,,,,
200611634,926045,Substantiated (Command Discipline),,01/28/2008,No,,,,,,Instructions
200611714,887492,Substantiated (No Recommendations),,02/28/2008,No,,,,,,Instructions
200611821,939120,Substantiated (Charges),,02/28/2008,No,,,,,,Command Discipline - B
200611831,926545,Substantiated (Charges),,05/28/2009,No,,,,,,Vacation: 5 days
200611909,938845,Substantiated (Command Discipline),,02/28/2008,No,,,,,,Instructions
200611910,940557,Substantiated (Command Discipline),,02/28/2008,No,,,,,,Instructions
200611910,940793,Substantiated (Command Discipline),,02/28/2008,No,,,,,,Instructions
200611915,902652,Substantiated (Charges),,03/28/2008,No,,,,,,
200612039,920813,Substantiated (Command Discipline),,11/28/2007,No,,,,,,No penalty
200612039,927617,Substantiated (Command Discipline),,11/28/2007,No,,,,,,No penalty
200612150,921887,Substantiated (Command Discipline),,02/28/2008,No,,,,,,No penalty
200612178,936669,Substantiated (Instructions),,03/28/2008,No,,,,,,No penalty
200612467,939850,Substantiated (Command Discipline),,03/28/2008,No,,,,,,Instructions
200612511,930922,Substantiated (Command Discipline),,03/28/2008,No,,,,,,Command Discipline - B
200612534,937425,Substantiated (Charges),,03/28/2008,No,,,,,,Instructions
200612534,937492,Substantiated (Charges),,03/28/2008,No,,,,,,Instructions
200612551,928195,Substantiated (Charges),,03/28/2008,No,,,,,,Command Discipline - A
200612551,930196,Substantiated (Charges),,03/28/2008,No,,,,,,Command Discipline - A
200612563,931327,Substantiated (Charges),,02/28/2008,No,,,,,,
200612597,928346,Substantiated (Instructions),,03/28/2008,No,,,,,,Instructions
200612602,887492,Substantiated (Charges),,03/28/2008,No,,,,,,Instructions
200612602,925411,Substantiated (Charges),,03/28/2008,No,,,,,,Instructions
200612602,930116,Substantiated (Charges),,03/28/2008,No,,,,,,Instructions
200612681,916267,Substantiated (Charges),,06/28/2009,No,,,,,,Vacation: 15 days
200612713,895280,Substantiated (Charges),,03/28/2008,No,,,,,,Instructions
200612713,930792,Substantiated (Charges),,03/28/2008,No,,,,,,No penalty
200612955,938708,Substantiated (Charges),,03/28/2008,No,,,,,,Command Discipline - A
200612959,930914,Substantiated (Charges),,03/28/2008,No,,,,,,Command Discipline - B
200612996,939274,Substantiated (Charges),,03/28/2009,No,,,,,,Vacation: 10 days
200612999,937169,Substantiated (Charges),,03/28/2008,No,,,,,,Command Discipline - B
200613062,910153,Substantiated (Charges),,12/28/2007,No,,,,,,Vacation: 30 days / Probation:
200613086,924039,Substantiated (Charges),,03/28/2008,No,,,,,,Command Discipline - A
200613086,926740,Substantiated (Charges),,06/28/2009,No,,,,,,Vacation: 2 days
200613094,924755,Substantiated (Command Discipline),,12/28/2007,No,,,,,,
200613369,934851,Substantiated (Instructions),,04/28/2008,No,,,,,,Instructions
200613480,906515,Substantiated (Charges),,06/28/2011,No,,,,,,Vacation: 40 days
200613628,905811,Substantiated (Charges),,04/28/2008,No,,,,,,Instructions
200613628,922339,Substantiated (Charges),,04/28/2008,No,,,,,,Instructions
200613634,907263,Substantiated (Charges),,06/28/2009,No,,,,,,
200613635,915719,Substantiated (Charges),,04/28/2011,No,,,,,,
200613740,933754,Substantiated (Command Discipline),,05/28/2008,No,,,,,,Command Discipline - A
200613783,921201,Substantiated (Charges),,04/28/2008,No,,,,,,Command Discipline - A
200613783,927431,Substantiated (Charges),,04/28/2008,No,,,,,,Command Discipline - A
200613930,920558,Substantiated (Charges),,06/28/2010,No,,,,,,
200613930,934330,Substantiated (Charges),,06/28/2010,No,,,,,,
200613946,936629,Substantiated (Charges),,04/28/2008,No,,,,,,Command Discipline - B
200613980,907377,Substantiated (Command Discipline),,02/28/2008,No,,,,,,Instructions
200614018,915435,Substantiated (Charges),,06/28/2009,No,,,,,,
200614018,926086,Substantiated (Charges),,06/28/2009,No,,,,,,
200614022,918830,Substantiated (Charges),,10/28/2007,No,,,,,,No penalty
200614022,922345,Substantiated (Charges),,10/28/2007,No,,,,,,No penalty
200614034,939030,Substantiated (Charges),,04/28/2008,No,,,,,,Instructions
200614075,900739,Substantiated (Charges),,02/28/2009,No,,,,,,Vacation: 8 days
200614102,939240,Substantiated (Command Discipline),,04/28/2008,No,,,,,,Command Discipline - B
200614150,891686,Substantiated (Instructions),,02/28/2008,No,,,,,,Instructions
200614371,940937,Substantiated (Charges),,04/28/2008,No,,,,,,Command Discipline - B
200614401,939078,Substantiated (Instructions),,04/28/2008,No,,,,,,Instructions
200614415,921317,Substantiated (Charges),,04/28/2008,No,,,,,,No penalty
200614666,938277,Substantiated (Charges),,04/28/2008,No,,,,,,No penalty
200614666,939408,Substantiated (Charges),,04/28/2008,No,,,,,,No penalty
200614712,937461,Substantiated (Charges),,04/28/2008,No,,,,,,No penalty
200614756,936991,Substantiated (Charges),,04/28/2008,No,,,,,,Command Discipline - A
200614807,938616,Substantiated (Charges),,,No,,,,,,
200615038,932392,Substantiated (Charges),,08/28/2009,No,,,,,,
200615038,934158,Substantiated (Charges),,08/28/2009,No,,,,,,
200615255,907009,Substantiated (Charges),,06/28/2008,No,,,,,,
200615342,924714,Substantiated (Command Discipline),,04/28/2008,No,,,,,,No penalty
200615435,894081,Substantiated (Charges),,04/28/2008,No,,,,,,Instructions
200615469,933598,Substantiated (Charges),,05/28/2008,No,,,,,,Command Discipline - A
200615552,938586,Substantiated (Command Discipline),,05/28/2008,No,,,,,,No penalty
200615552,939164,Substantiated (Command Discipline),,05/28/2008,No,,,,,,Command Discipline - A
200615552,939252,Substantiated (Command Discipline),,05/28/2008,No,,,,,,Command Discipline - A
200615555,914037,Substantiated (Charges),,05/28/2008,No,,,,,,
200615555,929049,Substantiated (Charges),,05/28/2008,No,,,,,,
200615585,919890,Substantiated (Command Discipline),,04/28/2008,No,,,,,,No penalty
200615678,940891,Substantiated (Charges),,04/28/2008,No,,,,,,No penalty
200615694,919543,Substantiated (Charges),,04/28/2008,No,,,,,,No penalty
200615774,903216,Substantiated (Charges),,05/28/2008,No,,,,,,Instructions
200615874,940589,Substantiated (Command Discipline),,06/28/2008,No,,,,,,Instructions
200615874,940892,Substantiated (Charges),,06/28/2008,No,,,,,,Instructions
200615879,930399,Substantiated (Command Discipline),,03/28/2008,No,,,,,,No penalty
200615894,923562,Substantiated (Charges),,06/28/2011,No,,,,,,Vacation: 5 days
200615894,938200,Substantiated (Charges),,06/28/2011,No,,,,,,Vacation: 5 days
200616050,906328,Substantiated (Instructions),,03/28/2008,No,,,,,,Instructions
200616122,901847,Substantiated (Charges),,06/28/2008,No,,,,,,Instructions
200616142,914446,Substantiated (Charges),,05/28/2008,No,,,,,,Instructions
200616142,914623,Substantiated (Charges),,05/28/2008,No,,,,,,Instructions
200616152,937841,Substantiated (Charges),,05/28/2008,No,,,,,,No penalty
